0,1,2,3
0.01015011167,0.004516787573,0.01110973163,First Quadrant
0.02508992206,-0.0001864341154,0.02509061472,Fourth Quadrant
-0.005773009323,0.02544336582,0.02609008434,Second Quadrant
0.01593252909,-0.02197215085,0.02714076079,Fourth Quadrant
-0.0562789411,-0.01335073641,0.05784082791,Third Quadrant
-0.00272829846,-0.007116106774,0.007621193352,Third Quadrant
-0.02352994406,0.01525427049,0.02804195135,Second Quadrant
-0.01372718352,-0.006881929159,0.01535566724,Third Quadrant
-0.04474078624,0.01618809038,0.04757932559,Second Quadrant
0.05324956724,0.0006714903528,0.0532538009,First Quadrant
-0.03770866362,0.004432044222,0.03796822787,Second Quadrant
-0.02837730538,0.04738213449,0.05522986628,Second Quadrant
-0.005049865402,-0.01838264777,0.01906365336,Third Quadrant
-0.006474611017,-0.0163480091,0.01758345783,Third Quadrant
-0.02506854762,-0.01633034346,0.02991842572,Third Quadrant
0.01220831902,0.002210603835,0.0124068458,First Quadrant
0.005475360984,-0.0449337604,0.04526612864,Fourth Quadrant
-0.01698795198,-0.03914222049,0.04266970749,Third Quadrant
0.01117309639,-0.03522514486,0.0369546873,Fourth Quadrant
0.0209776553,0.04314134441,0.04797121658,First Quadrant
-0.002487096672,0.007347502486,0.007757025373,Second Quadrant
0.008109181835,0.02242102747,0.02384242653,First Quadrant
0.010546763,-0.02778755549,0.02972175045,Fourth Quadrant
0.011259967,0.01819829512,0.02140011219,First Quadrant
0.007930591768,0.009075316382,0.01205220533,First Quadrant
-0.02142545373,0.01370425761,0.02543337854,Second Quadrant
-0.02963268048,-0.0131106467,0.03240346909,Third Quadrant
-0.02811009141,-0.05840605935,0.06481855451,Third Quadrant
-0.04211396402,-0.002553094968,0.04219128179,Third Quadrant
-0.001683795598,0.02990773629,0.02995509736,Second Quadrant
-0.01573927787,0.0113578328,0.01940941096,Second Quadrant
0.01022246634,0.004612429447,0.01121487064,First Quadrant
0.02142795868,0.01941962967,0.02891849633,First Quadrant
0.008779916562,-0.07103836458,0.0715788808,Fourth Quadrant
0.008059117488,0.003541747697,0.00880303081,First Quadrant
