0,1,2,3
0,0.009253976025989314,-0.0034536107018275056,0.00987742371113857,Fourth Quadrant
1,0.03295444875243665,0.008637002158906488,0.034067484481099114,First Quadrant
2,-0.01466189112521036,-0.04712783947971578,0.04935589433282898,Third Quadrant
3,0.012602440367667583,0.029181923280902203,0.03178688644068619,First Quadrant
4,-0.03784106671663161,0.008742133880542534,0.03883775527805249,Second Quadrant
5,-0.012951932469402067,0.022591617335333325,0.02604100091237057,Second Quadrant
6,-0.02848989692901045,-0.01078647771079885,0.030463458904582706,Third Quadrant
7,-0.014285558355647637,6.39606955844464e-05,0.014285701540463236,Second Quadrant
8,-0.02202427124606259,-0.017751392046521187,0.028287460888341234,Third Quadrant
9,0.053931723311897314,0.0053221311270841174,0.054193688369817805,First Quadrant
10,-0.03556162707733787,-0.003421885872947993,0.035725881701017974,Third Quadrant
11,-0.021673343029859952,-0.036703338716444586,0.042624744820632526,Third Quadrant
12,-0.01651618829636167,0.02707149862450351,0.031711993214198465,Second Quadrant
13,-0.03262156466411135,0.033514628261930975,0.04676961394613195,Second Quadrant
14,-0.037291572420435626,0.02582839852837408,0.04536262276510378,Second Quadrant
15,0.014611373927162103,0.0076211192151581005,0.01647949350347287,First Quadrant
16,-0.0023022646145965118,0.035626352431759885,0.03570066399869317,Second Quadrant
17,-0.017890915966196484,0.037374309214920076,0.041435779990268845,Second Quadrant
18,0.008902794584427496,0.03170655572430932,0.032932740962623254,First Quadrant
19,0.02267273962220812,-0.037608021722029095,0.04391373839496084,Fourth Quadrant
20,-0.00837038741160629,-0.02722330175700342,0.028481073434357112,Third Quadrant
21,0.005223208618917642,-0.020575126547224865,0.021227758730281748,Fourth Quadrant
22,0.0060905663626188294,0.030183888472739808,0.030792241262244276,First Quadrant
23,0.010320970589841669,-0.020408816449935453,0.022870116370572596,Fourth Quadrant
24,0.005512405542928712,-0.018769935866165852,0.01956264571293184,Fourth Quadrant
25,-0.021727672550596454,-0.011723745420962842,0.024688822595690746,Third Quadrant
26,-0.030765002493387473,0.01657029023238831,0.03494366747786672,Second Quadrant
27,-0.0291224210198128,0.04107222926879991,0.05034921472241745,Second Quadrant
28,-0.031539779566181765,-0.0009980668769647347,0.03155556737842359,Third Quadrant
29,-0.010223357265267423,-0.038180750707533594,0.039525773343024206,Third Quadrant
30,-0.02111031558469054,-0.0057334347343769385,0.02187504738140213,Third Quadrant
31,0.009478693651560737,-0.006469988776972902,0.01147634036242796,Fourth Quadrant
32,0.01842439568209652,-0.011495710917835987,0.02171657721089837,Fourth Quadrant
33,0.01336713349763658,0.03031897668649023,0.03313488501956172,First Quadrant
34,0.001086757928603295,0.0012606917290494076,0.0016644477856261246,First Quadrant
35,0.018895131233600957,-0.003281345904937198,0.019177935636633326,Fourth Quadrant
36,-0.01843889316761645,-0.003426934100157639,0.018754643653602056,Third Quadrant
37,-0.009098001582971152,0.041326395251449446,0.042316008522576526,Second Quadrant
38,0.02078670609097281,-0.0019741637064206222,0.02088024119717573,Fourth Quadrant
39,0.03891528027217697,0.004325813213519678,0.039154970292676096,First Quadrant
40,0.026196888601744968,-0.037760879601456625,0.04595825280282028,Fourth Quadrant
41,-0.013386544299332347,0.030258206707315542,0.033087137099190415,Second Quadrant
42,-0.024440111751855932,-0.005136255229748814,0.024973990074241812,Third Quadrant
43,0.01119139877934458,0.018236881348822426,0.02139699156351992,First Quadrant
44,0.005075567073949347,0.005702474794834649,0.007634107669392882,First Quadrant
45,-0.018709973268547737,0.019564199747324106,0.027070666993315246,Second Quadrant
46,-0.02883593073399284,0.004386661935191662,0.029167682531001538,Second Quadrant
47,0.044874942384576136,-0.021715747277536317,0.04985312561756638,Fourth Quadrant
48,-0.00734417607473036,0.005303755541677467,0.009059069768056557,Second Quadrant
49,-0.009651610873777408,-0.024703449679870617,0.026521953520521786,Third Quadrant
50,-0.014303566138998783,-0.01336723922808387,0.019577412721642685,Third Quadrant
51,-0.03554978432709208,0.010884396748112687,0.03717872050344239,Second Quadrant
52,-0.01414492107346206,-0.017786733936145903,0.022725463610006186,Third Quadrant
53,0.023305567100004202,0.032502761222825687,0.03999473646570032,First Quadrant
54,0.013372802594363993,-0.01110240439641887,0.017380886991446937,Fourth Quadrant
55,0.002159667685525402,-0.04438964043732241,0.044442146017791166,Fourth Quadrant
56,0.0026971855607027207,0.04236477243601398,0.042450544796316964,First Quadrant
57,0.013586890246655174,-0.043875646095514705,0.0459312084194778,Fourth Quadrant
58,-0.01702292822328312,0.011180583288607196,0.02036628409819846,Second Quadrant
59,-0.03086670498707927,0.014101724689489226,0.03393541094458021,Second Quadrant
60,-0.01884523887889752,0.021847347197378526,0.028852202826916248,Second Quadrant
61,0.05412091621527418,0.010020964396330862,0.05504083301888933,First Quadrant
62,0.053024017501349024,0.012671627233632039,0.05451712179427205,First Quadrant
63,0.052119765575381255,-0.01932153251010727,0.055585893733678775,Fourth Quadrant
64,0.011533901986370745,0.01945076960629956,0.02261334414253128,First Quadrant
65,0.04988292656338879,-0.00782477494115183,0.05049290509970798,Fourth Quadrant
66,0.05336613182102285,0.005854278911760072,0.053686279505246653,First Quadrant
67,0.05147921010931838,-0.0021325229840934044,0.05152336099049667,Fourth Quadrant
68,0.0269855810490603,-0.015463876870530014,0.031102300114658973,Fourth Quadrant
69,-0.01006794487176662,-0.04888690500317677,0.04991285400305779,Third Quadrant
70,0.04279662278976547,-4.3091550723034645e-05,0.042796644484015524,Fourth Quadrant
71,0.009114658690182064,0.030569121282875103,0.03189903100480701,First Quadrant
72,0.02588378400815432,0.022258650500481324,0.03413821607353499,First Quadrant
73,-0.005030488862605321,-0.008164210864615095,0.009589585874202042,Third Quadrant
74,-0.03794371042919223,-0.010540066955828748,0.03938042880121729,Third Quadrant
75,0.0426450282870813,0.012648758671063028,0.04448133916064979,First Quadrant
76,0.009846204534244942,-0.0070222822593269466,0.012093807996650337,Fourth Quadrant
77,-0.024155731545848252,-0.027851455150110945,0.036867369318866916,Third Quadrant
78,0.03536085338478688,0.03236535030406853,0.04793647726320179,First Quadrant
79,0.005864134926926516,-0.006674848173733369,0.008884912863027478,Fourth Quadrant
80,-0.015101283383739039,-0.020799489586137025,0.025703453598297163,Third Quadrant
81,0.016640388191113555,0.0021011820505965916,0.01677252172932564,First Quadrant
82,-0.036195196284420535,-0.011610301892386168,0.038011726402520526,Third Quadrant
